Местное время в Байкальске;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
27.03.2019 5:00;-7.1;730.9;776.8;;50;Ветер, дующий с востока;1;;;Облаков нет.; ;;;;;;;;;;50.0;-15.8;;;;;;
27.03.2019 8:00;-10.1;730.6;777.1;;69;Штиль, безветрие;0;;;Облаков нет.; ;;;-12.8;;;;;;;50.0;-14.7;Осадков нет;12;;;Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.;36.0
27.03.2019 11:00;-3.7;729.7;775.0;;42;Ветер, дующий с востока;1;;;Облаков нет.; ;;;;;;;;;;50.0;-15.0;;;;;;
27.03.2019 14:00;-0.9;727.6;772.3;;32;Ветер, дующий с северо-востока;2;;;Облаков нет.; ;;;;;;;;;;50.0;-15.5;;;;;;
27.03.2019 17:00;-3.1;725.4;770.3;;64;Ветер, дующий с северо-востока;2;;;20–30%.; ;;;;;Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.;20–30%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-9.1;;;;;;
27.03.2019 20:00;-4.0;724.7;769.7;;49;Ветер, дующий с запада;1;;;90  или более, но не 100%; ;;;;01.фев;Слоисто-кучевые, образовавшиеся не из кучевых.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-13.2;Осадков нет;12;;;;
27.03.2019 23:00;-5.9;724.2;769.5;;69;Штиль, безветрие;0;;;70 – 80%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-10.7;;;;;;
28.03.2019 2:00;-7.7;723.4;769.0;;77;Ветер, дующий с западо-юго-запада;1;;;90  или более, но не 100%; ;;;;;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-11.1;;;;;;
28.03.2019 5:00;-6.5;722.6;767.9;;66;Ветер, дующий с западо-юго-запада;2;;;60%.; ;;;;;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;50%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-11.9;;;;;;
28.03.2019 8:00;-2.7;723.2;768.0;;49;Ветер, дующий с запада;1;;;90  или более, но не 100%; ;;;-7.9;;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-12.1;Осадков нет;12;;;Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.;35.0
28.03.2019 11:00;1.0;723.7;767.8;;42;Ветер, дующий с западо-северо-запада;1;;;100%.; ;;;;;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;40%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-10.5;;;;;;
