Местное время в Иркутске (аэропорт);T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
02.09.2020 23:00;13.янв;713.9;757.4;;100;Ветер, дующий с востоко-юго-востока;2;;;100%.; ;;;;;;20–30%.;1500-2000;;;10.0;13.янв;;;;;;
03.09.2020 2:00;12.май;714.5;758.1;;100;Ветер, дующий с северо-северо-востока;1;;;100%.; ;;;;;;20–30%.;1500-2000;;;10.0;12.май;;;;;;
03.09.2020 5:00;13.0;716.1;759.7;;100;Ветер, дующий с северо-запада;4;;;100%.; ;;;;;;60%.;300-600;;;10.0;13.0;;;;;;
03.09.2020 8:00;13.0;717.4;761.0;;100;Ветер, дующий с западо-северо-запада;4;;;100%.; ;;;12.фев;;;50%.;600-1000;;;10.0;13.0;;;;;;
03.09.2020 11:00;16.авг;717.5;760.6;;72;Ветер, дующий с запада;2;;;100%.; ;;;;;;20–30%.;600-1000;;;10.0;11.июл;;;;;;
03.09.2020 14:00;20.июн;716.5;759.1;;48;Ветер, дующий с юго-юго-запада;2;;;50%.; ;;;;;;20–30%.;600-1000;;;10.0;09.фев;;;;;;
03.09.2020 17:00;22.май;715.7;757.9;;44;Ветер, дующий с юго-юго-запада;1;;;70 – 80%.; ;;;;;;20–30%.;600-1000;;;10.0;09.июн;;;;;;
03.09.2020 20:00;17.июл;715.5;758.4;;70;Ветер, дующий с юго-юго-востока;1;;;100%.; ;;;;22.июн;;;2500 или более, или облаков нет.;;;10.0;12.фев;;;;;;
03.09.2020 23:00;14.0;715.4;758.8;;91;Ветер, дующий с востоко-северо-востока;1;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;12.июн;;;;;;
04.09.2020 2:00;11.апр;714.9;758.6;;100;Ветер, дующий с востока;2;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;11.апр;;;;;;
04.09.2020 5:00;9.0;714.6;758.8;;100;Ветер, дующий с востока;3;;;60%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;9.0;;;;;;
04.09.2020 8:00;11.сен;714.1;757.8;;99;Ветер, дующий с востока;2;;;60%.; ;;;07.авг;;;;2500 или более, или облаков нет.;;;10.0;11.авг;;;;;;
04.09.2020 11:00;19.янв;713.0;755.5;;67;Ветер, дующий с юга;3;;;20–30%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;12.сен;;;;;;
04.09.2020 14:00;23.авг;711.6;753.3;;49;Ветер, дующий с юга;3;;;Облаков нет.; ;;;;;;;;;;10.0;12.май;;;;;;
04.09.2020 17:00;24.фев;710.5;752.1;;47;Ветер, дующий с юга;3;;;Облаков нет.; ;;;;;;;;;;10.0;12.фев;;;;;;
04.09.2020 20:00;16.май;710.5;753.3;;72;Ветер, дующий с юга;2;;;70 – 80%.; ;;;;24.сен;;;2500 или более, или облаков нет.;;;10.0;11.май;;;;;;
04.09.2020 23:00;12.мар;710.4;753.8;;94;Ветер, дующий с востока;2;;;60%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;11.мар;;;;;;
05.09.2020 2:00;09.сен;710.2;753.9;;100;Ветер, дующий с востока;3;;;60%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;09.сен;;;;;;
05.09.2020 5:00;07.апр;710.3;754.5;;100;Ветер, дующий с востока;2;;;100%.; ;;;;;;50%.;50-100;;;10.0;07.апр;;;;;;
05.09.2020 8:00;08.авг;710.7;754.6;;100;Ветер, дующий с востока;2;;;100%.; ;;;05.сен;;;20–30%.;50-100;;;10.0;08.авг;;;;;;
05.09.2020 11:00;17.авг;710.5;753.1;;66;Ветер, дующий с севера;1;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;11.апр;;;;;;
05.09.2020 14:00;21.0;710.2;752.2;;53;Ветер, дующий с юга;1;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;11.янв;;;;;;
05.09.2020 17:00;22.апр;710.2;752.1;;48;Ветер, дующий с юго-запада;2;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;10.авг;;;;;;
05.09.2020 20:00;13.июл;713.9;757.3;;79;Ветер, дующий с северо-запада;13;19;;100%.; ;;;;23.янв;;40%.;300-600;;;10.0;10.0;;;;;;
05.09.2020 23:00;10.апр;717.6;761.8;;76;Ветер, дующий с западо-северо-запада;8;;;100%.; ;;;;;;70 – 80%.;300-600;;;10.0;06.мар;;;;;;
06.09.2020 2:00;09.апр;718.9;763.3;;86;Ветер, дующий с западо-северо-запада;8;13;;100%.; ;;;;;;100%.;300-600;;;10.0;07.янв;;;;;;
06.09.2020 5:00;08.июн;720.1;764.7;;93;Ветер, дующий с западо-северо-запада;6;;;100%.; ;;;;;;100%.;300-600;;;10.0;07.май;;;;;;
06.09.2020 8:00;07.авг;721.4;766.3;;99;Ветер, дующий с северо-запада;5;;;100%.; ;;;07.авг;;;100%.;300-600;;;10.0;07.июн;;;;;;
06.09.2020 11:00;09.сен;721.9;766.3;;84;Ветер, дующий с северо-запада;4;;;100%.; ;;;;;;50%.;300-600;;;10.0;07.мар;;;;;;
06.09.2020 14:00;14.апр;721.3;765.1;;55;Ветер, дующий с запада;4;;;100%.; ;;;;;;40%.;600-1000;;;10.0;05.мар;;;;;;
06.09.2020 17:00;15.сен;720.4;763.9;;41;Ветер, дующий с северо-запада;3;;;50%.; ;;;;;;20–30%.;1500-2000;;;10.0;02.июл;;;;;;
06.09.2020 20:00;13.фев;720.3;764.2;;49;Штиль, безветрие;0;;;20–30%.; ;;;;16.май;;;2500 или более, или облаков нет.;;;10.0;02.июн;;;;;;
06.09.2020 23:00;08.авг;720.6;765.2;;89;Ветер, дующий с востока;2;;;20–30%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;7.0;;;;;;
07.09.2020 2:00;05.янв;720.4;765.6;;100;Ветер, дующий с востока;2;;;20–30%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;05.янв;;;;;;
07.09.2020 5:00;03.апр;719.5;764.9;;100;Ветер, дующий с востока;3;;;20–30%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;03.апр;;;;;;
07.09.2020 8:00;06.апр;719.3;764.2;;100;Ветер, дующий с востока;3;;;20–30%.; ;;;02.фев;;;;2500 или более, или облаков нет.;;;10.0;06.апр;;;;;;
07.09.2020 11:00;16.янв;717.8;761.2;;61;Ветер, дующий с юго-юго-востока;5;;;10%  или менее, но не 0; ;;;;;;;2500 или более, или облаков нет.;;;10.0;08.июн;;;;;;
07.09.2020 14:00;21.мар;716.5;758.9;;49;Ветер, дующий с юго-юго-востока;7;;;20–30%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;10.0;;;;;;
07.09.2020 17:00;21.0;715.3;757.7;;51;Ветер, дующий с юго-юго-востока;5;;;60%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;10.май;;;;;;
07.09.2020 20:00;16.сен;715.5;758.5;;72;Ветер, дующий с юго-юго-запада;2;;;100%.; ;;;;22.фев;;40%.;2500 или более, или облаков нет.;;;10.0;11.авг;;;;;;
07.09.2020 23:00;13.май;715.9;759.4;;91;Ветер, дующий с юго-востока;3;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;12.янв;;;;;;
08.09.2020 2:00;12.мар;716.0;759.7;;89;Штиль, безветрие;0;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;10.май;;;;;;
08.09.2020 5:00;09.апр;715.7;759.9;;100;Штиль, безветрие;0;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;09.апр;;;;;;
08.09.2020 8:00;10.апр;716.4;760.4;;100;Ветер, дующий с северо-северо-запада;2;;;100%.; ;;;07.апр;;;20–30%.;50-100;;;10.0;10.апр;;;;;;
08.09.2020 11:00;15.0;718.0;761.5;;79;Ветер, дующий с северо-запада;3;;;100%.; ;;;;;;20–30%.;600-1000;;;10.0;11.апр;;;;;;
08.09.2020 14:00;16.апр;719.1;762.4;;72;Ветер, дующий с северо-северо-запада;7;;;100%.; ;;;;;;60%.;600-1000;;;10.0;11.мар;;;;;;
08.09.2020 17:00;16.янв;719.6;763.0;;74;Ветер, дующий с западо-северо-запада;6;;;100%.; ;;;;;;60%.;600-1000;;;10.0;11.апр;;;;;;
08.09.2020 20:00;12.май;720.3;764.2;;100;Ветер, дующий с западо-северо-запада;2;;;100%.; ;;;;18.янв;;50%.;600-1000;;;10.0;12.май;;;;;;
08.09.2020 23:00;11.июл;720.4;764.4;;100;Ветер, дующий с западо-северо-запада;4;;;100%.; ;;;;;;100%.;600-1000;;;10.0;11.июл;;;;;;
09.09.2020 2:00;11.0;720.1;764.2;;100;Ветер, дующий с запада;5;;;100%.; ;;;;;;100%.;100-200;;;10.0;11.0;;;;;;
09.09.2020 5:00;10.июн;720.0;764.2;;100;Ветер, дующий с западо-северо-запада;3;;;100%.; ;;;;;;100%.;50-100;;;6.0;10.июн;;;;;;
09.09.2020 8:00;10.сен;720.2;764.4;;100;Ветер, дующий с северо-запада;2;;;100%.; ;;;10.июн;;;100%.;100-200;;;10.0;10.сен;;;;;;
09.09.2020 11:00;14.май;719.8;763.4;;87;Ветер, дующий с востоко-северо-востока;1;;;100%.; ;;;;;;60%.;300-600;;;10.0;12.мар;;;;;;
09.09.2020 14:00;17.июл;718.9;762.0;;60;Ветер, дующий с юго-юго-востока;2;;;100%.; ;;;;;;50%.;1000-1500;;;10.0;09.сен;;;;;;
09.09.2020 17:00;18.июл;718.0;760.9;;55;Ветер, дующий с востока;3;;;100%.; ;;;;;;20–30%.;600-1000;;;10.0;09.апр;;;;;;
09.09.2020 20:00;13.июн;717.7;761.4;;75;Ветер, дующий с востока;1;;;50%.; ;;;;19.0;;;2500 или более, или облаков нет.;;;10.0;09.фев;;;;;;
09.09.2020 23:00;09.апр;718.3;762.6;;100;Ветер, дующий с востоко-северо-востока;2;;;40%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;09.апр;;;;;;
10.09.2020 2:00;06.июл;718.0;762.8;;100;Ветер, дующий с востока;1;;;60%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;06.июл;;;;;;
10.09.2020 5:00;05.май;717.5;762.5;;100;Ветер, дующий с северо-востока;2;;;100%.; ;;;;;;70 – 80%.;50-100;;;04.фев;05.май;;;;;;
10.09.2020 8:00;06.июн;717.7;762.4;;100;Ветер, дующий с востока;1;;;100%.; ;;;4.0;;;20–30%.;50-100;;;10.0;06.июн;;;;;;
10.09.2020 11:00;10.авг;716.4;760.3;;100;Ветер, дующий с юга;2;;;100%.; ;;;;;;100%.;50-100;;;10.0;10.авг;;;;;;
10.09.2020 14:00;18.0;714.1;756.9;;67;Ветер, дующий с юга;4;;;20–30%.; ;;;;;;10%  или менее, но не 0;600-1000;;;10.0;11.авг;;;;;;
10.09.2020 17:00;17.июн;715.0;757.9;;72;Ветер, дующий с западо-северо-запада;8;;;100%.; ;;;;;;60%.;600-1000;;;10.0;12.май;;;;;;
10.09.2020 20:00;14.0;717.7;761.2;;88;Ветер, дующий с северо-запада;5;;;100%.; ;;;;21.янв;;60%.;600-1000;;;10.0;12.0;;;;;;
10.09.2020 23:00;11.янв;719.7;763.9;;83;Ветер, дующий с северо-запада;6;;;100%.; ;;;;;;40%.;600-1000;;;10.0;08.мар;;;;;;
11.09.2020 2:00;09.янв;720.1;764.7;;87;Ветер, дующий с северо-запада;5;;;100%.; ;;;;;;60%.;600-1000;;;10.0;07.янв;;;;;;
11.09.2020 5:00;07.мар;720.0;764.8;;100;Ветер, дующий с западо-северо-запада;6;;;100%.; ;;;;;;70 – 80%.;1000-1500;;;10.0;07.мар;;;;;;
11.09.2020 8:00;07.янв;721.2;766.1;;100;Ветер, дующий с западо-северо-запада;4;;;100%.; ;;;06.сен;;;100%.;200-300;;;10.0;07.янв;;;;;;
11.09.2020 11:00;07.май;722.4;767.3;;100;Ветер, дующий с запада;4;;;100%.; ;;;;;;100%.;200-300;;;10.0;07.май;;;;;;
11.09.2020 14:00;08.авг;722.6;767.3;;94;Ветер, дующий с северо-северо-запада;2;;;100%.; ;;;;;;100%.;600-1000;;;10.0;07.авг;;;;;;
11.09.2020 17:00;09.май;723.0;767.6;;88;Ветер, дующий с северо-северо-востока;1;;;100%.; ;;;;;;100%.;600-1000;;;10.0;07.июн;;;;;;
11.09.2020 20:00;9.0;723.3;768.0;;96;Ветер, дующий с северо-востока;1;;;100%.; ;;;;09.сен;;100%.;600-1000;;;10.0;08.апр;;;;;;
11.09.2020 23:00;08.апр;722.8;767.5;;100;Ветер, дующий с северо-северо-востока;1;;;100%.; ;;;;;;100%.;600-1000;;;10.0;08.апр;;;;;;
12.09.2020 2:00;8.0;721.9;766.7;;100;Ветер, дующий с северо-северо-запада;2;;;100%.; ;;;;;;100%.;100-200;;;8.0;8.0;;;;;;
12.09.2020 5:00;07.июн;721.0;765.8;;100;Ветер, дующий с северо-запада;2;;;100%.; ;;;;;;100%.;600-1000;;;10.0;07.июн;;;;;;
12.09.2020 8:00;07.июл;720.7;765.4;;100;Ветер, дующий с северо-запада;3;;;100%.; ;;;07.апр;;;100%.;600-1000;;;10.0;07.июл;;;;;;
12.09.2020 11:00;08.мар;720.4;765.0;;100;Ветер, дующий с западо-северо-запада;4;;;100%.; ;;;;;;100%.;300-600;;;;08.мар;;;;;;
12.09.2020 17:00;08.фев;720.5;765.2;;100;Ветер, дующий с запада;6;;;100%.; ;;;;;;100%.;50-100;;;04.апр;08.фев;;;;;;
12.09.2020 20:00;07.июн;721.0;765.9;;100;Ветер, дующий с запада;4;;;100%.; ;;;;;;100%.;300-600;;;10.0;07.июн;;;;;;
12.09.2020 23:00;06.сен;720.7;765.6;;97;Ветер, дующий с запада;4;;;100%.; ;;;;;;100%.;300-600;;;10.0;06.май;;;;;;
13.09.2020 2:00;05.сен;719.8;764.8;;100;Ветер, дующий с запада;5;;;100%.; ;;;;;;100%.;100-200;;;6.0;05.сен;;;;;;
13.09.2020 5:00;05.авг;719.3;764.3;;100;Ветер, дующий с западо-северо-запада;4;;;100%.; ;;;;;;100%.;100-200;;;04.янв;05.авг;;;;;;
13.09.2020 8:00;05.июн;718.7;763.7;;100;Ветер, дующий с западо-северо-запада;6;;;100%.; ;;;05.май;;;100%.;100-200;;;6.0;05.июн;;;;;;
13.09.2020 11:00;06.апр;717.8;762.7;;100;Ветер, дующий с западо-северо-запада;7;;;100%.; ;;;;;;100%.;100-200;;;04.апр;06.апр;;;;;;
13.09.2020 14:00;07.мар;716.7;761.3;;100;Ветер, дующий с западо-северо-запада;9;13;;100%.; ;;;;;;100%.;200-300;;;10.0;07.мар;;;;;;
13.09.2020 17:00;07.янв;716.4;761.0;;100;Ветер, дующий с запада;8;;;100%.; ;;;;;;100%.;200-300;;;10.0;07.янв;;;;;;
13.09.2020 20:00;06.июн;715.5;760.1;;99;Ветер, дующий с запада;10;14;;100%.; ;;;;07.апр;;100%.;300-600;;;10.0;06.апр;;;;;;
13.09.2020 23:00;05.сен;715.3;760.0;;100;Ветер, дующий с западо-северо-запада;11;;;100%.; ;;;;;;100%.;200-300;;;10.0;05.сен;;;;;;
14.09.2020 2:00;05.апр;714.1;758.9;;100;Ветер, дующий с запада;9;12;;100%.; ;;;;;;100%.;100-200;;;;05.апр;;;;;;
14.09.2020 5:00;06.фев;713.3;757.9;;100;Ветер, дующий с западо-северо-запада;7;;;100%.; ;;;;;;100%.;100-200;;;9.0;06.фев;;;;;;
14.09.2020 8:00;06.авг;713.5;757.9;;100;Ветер, дующий с западо-северо-запада;8;11;;100%.; ;;;5.0;;;100%.;100-200;;;10.0;06.авг;;;;;;
14.09.2020 11:00;07.май;713.7;758.1;;100;Ветер, дующий с западо-северо-запада;7;;;100%.; ;;;;;;100%.;100-200;;;10.0;07.май;;;;;;
14.09.2020 14:00;07.июн;714.1;758.5;;100;Ветер, дующий с западо-северо-запада;8;11;;100%.; ;;;;;;100%.;100-200;;;3.0;07.июн;;;;;;
14.09.2020 17:00;07.авг;715.0;759.4;;100;Ветер, дующий с западо-северо-запада;7;;;100%.; ;;;;;;100%.;100-200;;;8.0;07.авг;;;;;;
14.09.2020 20:00;07.апр;716.7;761.2;;100;Ветер, дующий с западо-северо-запада;7;10;;100%.; ;;;;8.0;;100%.;100-200;;;10.0;07.апр;;;;;;
14.09.2020 23:00;07.апр;717.4;762.0;;100;Ветер, дующий с западо-северо-запада;6;;;100%.; ;;;;;;100%.;100-200;;;10.0;07.апр;;;;;;
15.09.2020 2:00;07.янв;717.1;761.7;;100;Ветер, дующий с западо-северо-запада;5;;;100%.; ;;;;;;100%.;100-200;;;10.0;07.янв;;;;;;
15.09.2020 5:00;07.фев;716.7;761.3;;100;Ветер, дующий с запада;3;;;100%.; ;;;;;;100%.;100-200;;;10.0;07.фев;;;;;;
15.09.2020 8:00;07.сен;716.6;761.1;;100;Ветер, дующий с запада;4;;;100%.; ;;;7.0;;;100%.;100-200;;;8.0;07.сен;;;;;;
15.09.2020 11:00;08.мар;717.1;761.6;;100;Ветер, дующий с западо-северо-запада;5;;;100%.; ;;;;;;100%.;50-100;;;;08.мар;;;;;;
15.09.2020 14:00;08.авг;717.7;762.1;;100;Ветер, дующий с северо-запада;4;;;100%.; ;;;;;;100%.;300-600;;;10.0;08.авг;;;;;;
15.09.2020 17:00;09.мар;718.0;762.3;;100;Ветер, дующий с западо-северо-запада;2;;;100%.; ;;;;;;100%.;100-200;;;7.0;09.мар;;;;;;
15.09.2020 20:00;9.0;718.5;762.9;;100;Ветер, дующий с западо-юго-запада;1;;;100%.; ;;;;09.апр;;100%.;1000-1500;;;10.0;9.0;;;;;;
15.09.2020 23:00;09.фев;718.8;763.2;;100;Ветер, дующий с западо-северо-запада;2;;;100%.; ;;;;;;100%.;300-600;;;10.0;09.фев;;;;;;
16.09.2020 2:00;08.авг;718.6;763.1;;100;Ветер, дующий с западо-северо-запада;1;;;100%.; ;;;;;;100%.;1000-1500;;;10.0;08.авг;;;;;;
16.09.2020 5:00;07.авг;718.6;763.2;;100;Ветер, дующий с западо-северо-запада;1;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;0.1;07.авг;;;;;;
16.09.2020 8:00;06.сен;718.9;763.6;;100;Ветер, дующий с северо-востока;1;;;100%.; ;;;05.сен;;;60%.;50-100;;;0.2;06.сен;;;;;;
